plate,longitude,latitude,time,status
0,114.0774,22.536317999999998,2016-08-13 00:00:18,1
1,114.112518,22.536118,2016-08-13 00:00:23,0
0,114.077454,22.536633,2016-08-13 00:00:28,1
1,114.11261699999999,22.535982,2016-08-13 00:00:31,0
4,114.126465,22.610718,2016-08-13 00:00:28,1
3,113.915283,22.542032,2016-08-13 00:00:26,0
3,113.91507,22.541317000000003,2016-08-13 00:00:35,0
0,114.077431,22.537067,2016-08-13 00:00:38,1
1,114.11293,22.535767,2016-08-13 00:00:44,0
1,114.112968,22.535749,2016-08-13 00:00:52,0
0,114.07753000000001,22.537901,2016-08-13 00:00:51,1
0,114.07755300000001,22.538383,2016-08-13 00:00:58,1
1,114.113281,22.535717,2016-08-13 00:01:05,0
4,114.125198,22.609768,2016-08-13 00:00:43,1
4,114.123299,22.6087,2016-08-13 00:00:58,1
2,114.095413,22.539932,2016-08-13 00:01:08,0
0,114.07783500000001,22.538933,2016-08-13 00:01:08,1
2,114.095413,22.539932,2016-08-13 00:01:09,0
1,114.113297,22.5357,2016-08-13 00:01:13,0
3,113.914703,22.539133,2016-08-13 00:00:58,0
3,113.91468,22.539101000000002,2016-08-13 00:01:05,0
0,114.07768200000001,22.539633,2016-08-13 00:01:18,1
2,114.095413,22.539932,2016-08-13 00:01:21,0
1,114.11331899999999,22.535683,2016-08-13 00:01:26,0
0,114.07783500000001,22.540267999999998,2016-08-13 00:01:28,1
2,114.095413,22.539932,2016-08-13 00:01:34,0
0,114.082001,22.549217000000002,2016-08-13 00:07:58,0
4,114.112785,22.6054,2016-08-13 00:08:02,0
3,113.928497,22.545782,2016-08-13 00:08:06,0
0,114.08186299999998,22.549267,2016-08-13 00:08:08,0
4,114.112785,22.6054,2016-08-13 00:08:17,0
0,114.081551,22.549217000000002,2016-08-13 00:08:18,0
3,113.928284,22.544382000000002,2016-08-13 00:08:26,0
0,114.08114599999999,22.549183,2016-08-13 00:08:28,0
4,114.112785,22.6054,2016-08-13 00:08:32,0
2,114.09423100000001,22.541067,2016-08-13 00:07:54,1
2,114.094086,22.540483,2016-08-13 00:08:01,1
2,114.094048,22.54035,2016-08-13 00:08:03,1
2,114.09398700000001,22.540132999999997,2016-08-13 00:08:10,1
2,114.095299,22.540032999999998,2016-08-13 00:08:18,1
